clockticks,wolves,moose,squirrels,wolf_births,wolf_starved,wolf_old_age,moose_eaten,moose_births,moose_starved,moose_old_age,squirrels_born,squirrels_eaten,squirrels_starved,squirrels_old_age,vegetation_fraction
417.0,0.0,20306.0,92.0,0.0,0.0,0.0,0.0,341.0,384.0,0.0,2.0,1.0,4.0,0.0,32.57
418.0,0.0,20285.0,90.0,0.0,0.0,0.0,0.0,325.0,346.0,0.0,4.0,1.0,5.0,0.0,32.55
419.0,0.0,20298.0,87.0,0.0,0.0,0.0,0.0,368.0,355.0,0.0,2.0,3.0,2.0,0.0,32.59
420.0,0.0,20258.0,85.0,0.0,0.0,0.0,0.0,358.0,398.0,0.0,3.0,2.0,3.0,0.0,32.55
421.0,0.0,20203.0,85.0,0.0,0.0,0.0,0.0,308.0,363.0,0.0,3.0,0.0,3.0,0.0,32.5
422.0,0.0,20170.0,88.0,0.0,0.0,0.0,0.0,338.0,371.0,0.0,6.0,0.0,3.0,0.0,32.53
423.0,0.0,20177.0,89.0,0.0,0.0,0.0,0.0,371.0,364.0,0.0,4.0,0.0,3.0,0.0,32.54
424.0,0.0,20136.0,89.0,0.0,0.0,0.0,0.0,356.0,397.0,0.0,2.0,0.0,2.0,0.0,32.54
425.0,0.0,20086.0,89.0,0.0,0.0,0.0,0.0,335.0,385.0,0.0,4.0,1.0,3.0,0.0,32.52
426.0,0.0,20098.0,89.0,0.0,0.0,0.0,0.0,373.0,361.0,0.0,2.0,0.0,2.0,0.0,32.51
427.0,0.0,20113.0,86.0,0.0,0.0,0.0,0.0,383.0,368.0,0.0,3.0,3.0,3.0,0.0,32.52
428.0,0.0,20173.0,85.0,0.0,0.0,0.0,0.0,417.0,357.0,0.0,2.0,1.0,2.0,0.0,32.5
429.0,0.0,20231.0,83.0,0.0,0.0,0.0,0.0,411.0,353.0,0.0,3.0,2.0,3.0,0.0,32.51
430.0,0.0,20262.0,84.0,0.0,0.0,0.0,0.0,410.0,379.0,0.0,4.0,1.0,2.0,0.0,32.52
431.0,0.0,20270.0,85.0,0.0,0.0,0.0,0.0,391.0,383.0,0.0,4.0,0.0,3.0,0.0,32.52
432.0,0.0,20256.0,87.0,0.0,0.0,0.0,0.0,347.0,361.0,0.0,5.0,0.0,3.0,0.0,32.51
433.0,0.0,20268.0,85.0,0.0,0.0,0.0,0.0,378.0,366.0,0.0,2.0,1.0,3.0,0.0,32.51
434.0,0.0,20290.0,83.0,0.0,0.0,0.0,0.0,385.0,363.0,0.0,4.0,1.0,5.0,0.0,32.53
435.0,0.0,20244.0,82.0,0.0,0.0,0.0,0.0,366.0,412.0,0.0,2.0,1.0,2.0,0.0,32.55
436.0,0.0,20245.0,84.0,0.0,0.0,0.0,0.0,369.0,368.0,0.0,3.0,0.0,1.0,0.0,32.53
437.0,0.0,20289.0,82.0,0.0,0.0,0.0,0.0,369.0,325.0,0.0,3.0,1.0,4.0,0.0,32.49
438.0,0.0,20288.0,80.0,0.0,0.0,0.0,0.0,363.0,364.0,0.0,3.0,1.0,4.0,0.0,32.45
439.0,0.0,20229.0,82.0,0.0,0.0,0.0,0.0,331.0,390.0,0.0,6.0,0.0,4.0,0.0,32.5
440.0,0.0,20209.0,84.0,0.0,0.0,0.0,0.0,326.0,346.0,0.0,4.0,0.0,2.0,0.0,32.51
441.0,0.0,20159.0,80.0,0.0,0.0,0.0,0.0,308.0,358.0,0.0,3.0,2.0,5.0,0.0,32.55
442.0,0.0,20120.0,79.0,0.0,0.0,0.0,0.0,334.0,373.0,0.0,2.0,0.0,3.0,0.0,32.51
443.0,0.0,20167.0,81.0,0.0,0.0,0.0,0.0,401.0,354.0,0.0,2.0,0.0,0.0,0.0,32.52
444.0,0.0,20132.0,82.0,0.0,0.0,0.0,0.0,344.0,379.0,0.0,3.0,0.0,2.0,0.0,32.52
445.0,0.0,20150.0,83.0,0.0,0.0,0.0,0.0,365.0,347.0,0.0,4.0,0.0,3.0,0.0,32.53
446.0,0.0,20128.0,84.0,0.0,0.0,0.0,0.0,353.0,375.0,0.0,3.0,0.0,2.0,0.0,32.51
447.0,0.0,20160.0,82.0,0.0,0.0,0.0,0.0,375.0,343.0,0.0,3.0,1.0,4.0,0.0,32.53
448.0,0.0,20179.0,84.0,0.0,0.0,0.0,0.0,374.0,355.0,0.0,3.0,0.0,1.0,0.0,32.52
449.0,0.0,20251.0,80.0,0.0,0.0,0.0,0.0,428.0,356.0,0.0,2.0,1.0,5.0,0.0,32.56
450.0,0.0,20251.0,77.0,0.0,0.0,0.0,0.0,393.0,393.0,0.0,1.0,1.0,3.0,0.0,32.58
451.0,0.0,20304.0,76.0,0.0,0.0,0.0,0.0,410.0,357.0,0.0,3.0,1.0,3.0,0.0,32.58
452.0,0.0,20271.0,75.0,0.0,0.0,0.0,0.0,347.0,380.0,0.0,2.0,1.0,2.0,0.0,32.57
453.0,0.0,20246.0,76.0,0.0,0.0,0.0,0.0,381.0,406.0,0.0,4.0,1.0,2.0,0.0,32.59
454.0,0.0,20232.0,75.0,0.0,0.0,0.0,0.0,385.0,399.0,0.0,4.0,1.0,4.0,0.0,32.59
455.0,0.0,20269.0,75.0,0.0,0.0,0.0,0.0,385.0,348.0,0.0,2.0,0.0,2.0,0.0,32.61
456.0,0.0,20241.0,71.0,0.0,0.0,0.0,0.0,337.0,365.0,0.0,0.0,1.0,3.0,0.0,32.6
457.0,0.0,20255.0,70.0,0.0,0.0,0.0,0.0,367.0,353.0,0.0,2.0,0.0,3.0,0.0,32.54
458.0,0.0,20256.0,66.0,0.0,0.0,0.0,0.0,344.0,343.0,0.0,1.0,1.0,4.0,0.0,32.54
459.0,0.0,20247.0,63.0,0.0,0.0,0.0,0.0,354.0,363.0,0.0,0.0,0.0,3.0,0.0,32.5
460.0,0.0,20214.0,65.0,0.0,0.0,0.0,0.0,340.0,373.0,0.0,4.0,0.0,2.0,0.0,32.47
461.0,0.0,20153.0,66.0,0.0,0.0,0.0,0.0,322.0,383.0,0.0,2.0,0.0,1.0,0.0,32.5
462.0,0.0,20112.0,64.0,0.0,0.0,0.0,0.0,341.0,382.0,0.0,1.0,0.0,3.0,0.0,32.48
463.0,0.0,20087.0,65.0,0.0,0.0,0.0,0.0,382.0,407.0,0.0,2.0,0.0,1.0,0.0,32.51
464.0,0.0,20047.0,64.0,0.0,0.0,0.0,0.0,332.0,372.0,0.0,3.0,0.0,4.0,0.0,32.52
465.0,0.0,20022.0,62.0,0.0,0.0,0.0,0.0,320.0,345.0,0.0,2.0,1.0,3.0,0.0,32.5
466.0,0.0,20062.0,61.0,0.0,0.0,0.0,0.0,378.0,338.0,0.0,0.0,0.0,1.0,0.0,32.48
467.0,0.0,20070.0,56.0,0.0,0.0,0.0,0.0,374.0,366.0,0.0,0.0,1.0,4.0,0.0,32.52
468.0,0.0,20104.0,53.0,0.0,0.0,0.0,0.0,417.0,383.0,0.0,1.0,0.0,4.0,0.0,32.51
469.0,0.0,20144.0,55.0,0.0,0.0,0.0,0.0,383.0,343.0,0.0,4.0,0.0,2.0,0.0,32.51
470.0,0.0,20173.0,55.0,0.0,0.0,0.0,0.0,410.0,381.0,0.0,3.0,0.0,3.0,0.0,32.56
471.0,0.0,20174.0,56.0,0.0,0.0,0.0,0.0,363.0,362.0,0.0,3.0,0.0,2.0,0.0,32.56
472.0,0.0,20170.0,54.0,0.0,0.0,0.0,0.0,358.0,362.0,0.0,2.0,0.0,4.0,0.0,32.54
473.0,0.0,20150.0,52.0,0.0,0.0,0.0,0.0,380.0,400.0,0.0,0.0,0.0,2.0,0.0,32.52
474.0,0.0,20160.0,49.0,0.0,0.0,0.0,0.0,377.0,367.0,0.0,1.0,1.0,3.0,0.0,32.48
475.0,0.0,20142.0,48.0,0.0,0.0,0.0,0.0,333.0,351.0,0.0,2.0,0.0,3.0,0.0,32.48
476.0,0.0,20164.0,47.0,0.0,0.0,0.0,0.0,366.0,344.0,0.0,2.0,1.0,2.0,0.0,32.46
477.0,0.0,20144.0,46.0,0.0,0.0,0.0,0.0,369.0,389.0,0.0,0.0,1.0,0.0,0.0,32.51
478.0,0.0,20137.0,47.0,0.0,0.0,0.0,0.0,358.0,365.0,0.0,3.0,0.0,2.0,0.0,32.5
479.0,0.0,20141.0,49.0,0.0,0.0,0.0,0.0,348.0,344.0,0.0,3.0,0.0,1.0,0.0,32.5
480.0,0.0,20133.0,50.0,0.0,0.0,0.0,0.0,349.0,357.0,0.0,5.0,1.0,3.0,0.0,32.49
481.0,0.0,20097.0,49.0,0.0,0.0,0.0,0.0,346.0,382.0,0.0,1.0,1.0,1.0,0.0,32.51
482.0,0.0,20070.0,49.0,0.0,0.0,0.0,0.0,367.0,394.0,0.0,2.0,0.0,2.0,0.0,32.54
483.0,0.0,20127.0,45.0,0.0,0.0,0.0,0.0,404.0,347.0,0.0,1.0,2.0,3.0,0.0,32.56
484.0,0.0,20113.0,45.0,0.0,0.0,0.0,0.0,352.0,366.0,0.0,2.0,1.0,1.0,0.0,32.58
485.0,0.0,20091.0,44.0,0.0,0.0,0.0,0.0,342.0,364.0,0.0,2.0,0.0,3.0,0.0,32.57
486.0,0.0,20054.0,44.0,0.0,0.0,0.0,0.0,337.0,374.0,0.0,3.0,2.0,1.0,0.0,32.57
487.0,0.0,20098.0,43.0,0.0,0.0,0.0,0.0,389.0,345.0,0.0,1.0,0.0,2.0,0.0,32.58
488.0,0.0,20104.0,43.0,0.0,0.0,0.0,0.0,380.0,374.0,0.0,2.0,1.0,1.0,0.0,32.57
489.0,0.0,20126.0,45.0,0.0,0.0,0.0,0.0,413.0,391.0,0.0,4.0,1.0,1.0,0.0,32.63
490.0,0.0,20138.0,47.0,0.0,0.0,0.0,0.0,390.0,378.0,0.0,3.0,0.0,1.0,0.0,32.55
491.0,0.0,20155.0,46.0,0.0,0.0,0.0,0.0,400.0,383.0,0.0,0.0,0.0,1.0,0.0,32.57
492.0,0.0,20143.0,49.0,0.0,0.0,0.0,0.0,359.0,371.0,0.0,4.0,0.0,1.0,0.0,32.52
493.0,0.0,20170.0,49.0,0.0,0.0,0.0,0.0,375.0,348.0,0.0,2.0,1.0,1.0,0.0,32.52
494.0,0.0,20152.0,47.0,0.0,0.0,0.0,0.0,347.0,365.0,0.0,1.0,1.0,2.0,0.0,32.52
495.0,0.0,20129.0,47.0,0.0,0.0,0.0,0.0,346.0,369.0,0.0,2.0,0.0,2.0,0.0,32.52
496.0,0.0,20101.0,46.0,0.0,0.0,0.0,0.0,342.0,370.0,0.0,1.0,1.0,1.0,0.0,32.5
497.0,0.0,20134.0,47.0,0.0,0.0,0.0,0.0,384.0,351.0,0.0,3.0,1.0,1.0,0.0,32.52
498.0,0.0,20157.0,47.0,0.0,0.0,0.0,0.0,372.0,349.0,0.0,2.0,2.0,0.0,0.0,32.53
499.0,0.0,20169.0,50.0,0.0,0.0,0.0,0.0,376.0,364.0,0.0,3.0,0.0,0.0,0.0,32.56
500.0,0.0,20157.0,49.0,0.0,0.0,0.0,0.0,360.0,372.0,0.0,2.0,0.0,3.0,0.0,32.58
